code,cgst,sgst,igst
Services provided by and to Fédération Internationale de Football Association (FIFA) and its subsidiaries directly or indirectly related to any of the events under FIFA U-17 World Cup 2017 to be hosted in India.,Nil,Nil,"Provided that Director (Sports), Ministry of Youth Affairs and Sports certifies that the services are directly or indirectly  related to any of the events under   FIFA   U-   17World Cup 2017."
Services provided by and to Fédération Internationale de Football Association (FIFA) and its subsidiaries directly or indirectly related to any of the events under FIFA U-17 Women's World Cup 2020 to be hosted in India [whenever rescheduled],Nil,Nil,"Provided that Director (Sports), Ministry of Youth Affairs and Sports certifies that the services are directly or indirectly  related to any of the events under FIFA U-17 Women's World Cup 2020."
Services provided by and to Asian Football Confederation (AFC) and its subsidiaries directly or indirectly related to any of the events under AFC Women's Asia Cup 2022 to be hosted in India.,Nil,Nil,"Provided that Director (Sports), Ministry of Youth Affairs and Sports certifies that the services are directly or indirectly related to any of the events under AFC Women's Asia Cup 2022."
Supply  of  services  associated  with transit cargo  to  Nepal  and  Bhutan  (landlocked countries).,Nil,Nil,…
"Supply of service by a Government Entity to Central Government, State Government, Union territory, local authority  or  any person specified by Central Government, State Government, Union territory or local authority against consideration received from Central Government, State Government, Union territory or local authority, in the form of grants.",Nil,Nil,…
"Services  by  an  old  age  home  run  by Central Government, State Government or by an entity registered under section 12AA [or 12AB ] 19  of the Income-tax Act, 1961 (43 of 1961) to its residents (aged    60    years   or    more)   against consideration upto twenty-five thousand rupees per month per member provided that    the    consideration    charged    is inclusive of charges for boarding, lodging and maintenance.",Nil,Nil,…
"Services supplied by an establishment of a person in India to any establishment of that person outside India, which are treated as establishments of distinct persons in accordance with Explanation 1 in section 8 of the Integrated Goods and Services Tax Act, 2017.",Nil,Nil,"Provided the place of supply of the service is outside India in accordance with section 13 of Integrated Goods and Services Tax Act,2017."
"Import of services by United Nations or a specified international organisation for official use of the United Nations or the specified international organisation.Explanation. - For the purposes of this entry, unless the context otherwise requires, “specified international organisation” means an international organisation declared by the Central Government in pursuance of section 3 of the United Nations (Privileges and Immunities Act) 1947 (46 of 1947), to which the provisions of the Schedule to the said Act apply.",Nil,Nil,…
"Import of services by  Foreign diplomatic mission or consular post in India, or diplomatic agents or career consular officers posted therein.",Nil,Nil,"Foreign diplomatic mission or consular post in India, or diplomatic agents or career            consular officers  posted therein shall be entitled to exemption from integrated tax leviable on the import of services subject to the conditions, -(i) that the foreign diplomatic mission or consular post  in India, or diplomatic agents or career consular officers posted therein, are entitled to exemption from integrated  tax, as stipulated in the certificate issued by the Protocol Division of the Ministry of External Affairs, based on the principle of reciprocity;(ii) that the services imported are for official purpose  of the said foreign diplomatic mission or consular post; or for personal use of the said diplomatic agent or career consular officer or members of his or her family.(iii)  that in  case  the Protocol Division of the Ministry of External Affairs, after having issued a certificate to any foreign diplomatic mission or consular post in India, decides to withdraw the same subsequently, it shall communicate the withdrawal of such certificate to the foreign diplomatic mission or consular post;(iv) that the exemption from the whole of the integrated tax granted to the foreign diplomatic mission or consular post in India for official purpose or for the personal use or use of their family members shall not be available    from    the date of withdrawal of such certificate."
"Services   provided   by  way  of   pure labour     contracts     of     construction, erection,  commissioning,  installation, completion,      fitting      out,      repair, maintenance,  renovation,  or  alteration of a civil structure or any other original works pertaining to the beneficiary-led individual     house     construction     or enhancement under the Housing for All (Urban) Mission or Pradhan Mantri Awas Yojana.",Nil,Nil,…
"Services supplied by electricity distribution utilities by way of construction, erection,  commissioning, or installation of infrastructure for extending electricity distribution network upto the tube well of the farmer or agriculturalist for agricultural use.",Nil,Nil,…
"Services by way of pure labour contracts of construction, erection, commissioning, or installation of original works pertaining to a single residential unit otherwise than as a part of a residential complex.",Nil,Nil,…
"Service provided by Fair Price Shops to Central Government, State Government or Union territory by way of sale of food grains, kerosene, sugar, edible oil, etc. under Public Distribution          System          againstconsideration in the form of commission or margin.",Nil,Nil,…
Services provided by an intermediary when location of both supplier and recipient of goods is outside the taxable territory.,Nil,Nil,Following documents shall be maintained for a minimum duration of five years:1) Copy of Bill of Lading2) Copy of executed contract between Supplier/Seller and Receiver/Buyer of goods3) Copy of commission debit note raised by an intermediary service provider in taxable territory from service recipient located in non-taxable territory4) Copy of certificate of origin issued by service recipient located in non- taxable territory5) Declaration letter from an intermediary service provider in taxable territory on company letter head confirming  thatcommission debit note raised relates to contract when both supplier and receiver of goods are outside the taxable territory
Services by way of renting of residential dwelling for use as residence.,Nil,Nil,…
"Services by a person by way of-(a) conduct of any religious ceremony;(b) renting of precincts of a religious place meant for general public, owned or managed by an entity registered as a charitable or religious trust under section 12AA [or 12AB ] 30 of the Income-tax Act, 1961 (hereinafter referred to as the Income-tax Act) or a trust or an institution registered under sub clause (v) of clause (23C) of section 10 of the Income-tax Act or a body or an authority covered under clause (23BBA) of section 10 of the said Income-tax Act:Provided that nothing contained in entry (b) of this exemption shall apply to,-(i) renting of rooms where charges are one thousand rupees or more per day;(ii) renting of premises, community halls, kalyanmandapam or open area, and the like where charges are ten thousand rupees  or more per day;(iii) renting of shops or other spaces for business  or  commerce  where  charges are ten thousand rupees or more per month.",Nil,Nil,…
"Services by a hotel, inn, guest house, club or campsite, by whatever name called, for residential or lodging purposes, having value of supply of a unit of accommodation below [or equal to]32 one thousand rupees per day or equivalent.",Nil,Nil,…
"Transport of passengers, with or without accompanied belongings, by –(a) air, embarking from or terminating in an airport located in the state of Arunachal Pradesh, Assam, Manipur, Meghalaya, Mizoram, Nagaland, Sikkim, or Tripura or at Bagdogra located in West Bengal;(b) non-airconditioned contract carriage other than radio taxi, for transportation of passengers, excluding tourism, conducted tour, charter or hire; or(c) stage carriage other than air- conditioned stage carriage.Provided that nothing contained in items (b) and (c) above shall apply to services supplied through an electronic  commerce   operator,   and notified under sub-section (5) of Section 5 of the Integrated Goods and Services Tax Act, 2017 (13 of 2017).",Nil,Nil,…
"Services provided to the Central Government, by way of transport of passengers with or without accompanied belongings, by air, embarking from or terminating at a regional connectivity scheme airport, against consideration in the form of viability gap funding:Provided that nothing contained in this entry shall apply on or after the expiry of a period of three years from the date of commencement of operations of the regional connectivity scheme airport as notified by the Ministry of Civil Aviation.",Nil,Nil,…
"Service of transportation of passengers, with or without accompanied belongings, by—(a) railways in a class other than—(i) first class; or(ii) an air-conditioned coach;(b) metro, monorail or tramway;(c) inland waterways;(d) public transport, other than predominantly for tourism purpose, in a vessel between places located in India; and(e)  metered  cabs  or  auto  rickshaws (including e-rickshaws).Provided that nothing contained in item (e) above shall apply to services supplied through an electronic commerce operator, and notified under sub-section (5) of Section 5 of the Integrated Goods and Services Tax Act, 2017 (13 of 2017).",Nil,Nil,…
Services by  way  of  transportation  of goods-(a) by road except the services of—(i) a goods transportation agency;(ii) a courier agency;(b) by inland waterways.,Nil,Nil,…
Services by way of transportation of goods by an aircraft from a place outside India upto the customs station of clearance in India.,Nil,Nil,…
Services by way of transportation of goods by an aircraft from customs station of clearance in India to a place outside India.,Nil,Nil,Nothing contained in this serial number shall apply after the 30th day of September2022
Services by way of transportation of goods by a vessel from customs station of clearance in India to a place outside India.,Nil,Nil,Nothing contained in this serial number shall apply after 30th day of September 2022
"Satellite  launch  services  supplied  by Indian   Space   Research   Organisation, Antrix Corporation  Limited or New Space India Limited.",Nil,Nil,…
"Services by way of transportation by rail or a vessel from one place in India to another of the following goods –(a) relief materials meant for victims of natural     or     man-made     disasters, calamities, accidents or mishap;(b) defence or military equipments;(c) newspaper or magazines registered with the Registrar of Newspapers;(d) railway equipments or materials;(e) agricultural produce;(f) milk, salt and food grain including flours, pulses and rice; and(g) organic manure.",Nil,Nil,…
"Services provided by a goods transport agency, by way of transport in a goods carriage of -(a) agricultural produce;(b) goods, where consideration charged for the transportation of goods on a consignment transported in a single carriage does not exceed one thousand five hundred rupees;(c) goods, where consideration charged for transportation of all such goods for a single consignee does not exceed rupees seven hundred and fifty;(d) milk, salt and food grain including flour, pulses and rice;(e) organic manure;(f) newspaper or magazines registered with the Registrar of Newspapers;(g) relief materials meant for victims of natural or man-made disasters, calamities, accidents or mishap; or(h) defence or military equipments.",Nil,Nil,…
"Services provided by a goods transport agency to an unregistered person, including an unregistered casual taxable person, other than the following recipients, namely: -(a) any factory registered under or governed by the Factories Act, 1948(63 of 1948); or(b) any Society registered under the Societies Registration Act, 1860 (21 of 1860) or under any other law for the time being in force in any part of India; or(c) any Co-operative Society established by or under any law for the time being in force; or(d) any body corporate established, by or under any law for the time being in force; or(e) any partnership firm whether registered or not under any law including association of persons;(f) any casual taxable person registered under the Central Goods and Services Tax Act or the Integrated Goods and Services Tax Act or the State Goods and Services Tax Act or the Union Territory Goods and Services Tax Act.",Nil,Nil,…
"Services provided by a goods transport agency, by way of transport of goods in a goods carriage, to, -(a) a Department or Establishment of the Central Government or State Government or Union territory; or(b) local authority; or(c) Governmental agencies,which has taken registration under the Central  Goods  and  Services  Tax  Act, 2017 (12 of 2017) only for the purpose of deducting tax under Section 51 and not for making a taxable supply of goods or services.",Nil,Nil,…
"Services by way of giving on hire –(a) to a state transport undertaking, a motor vehicle meant to carry more than twelve passengers; or(aa) to a local authority, an Electrically operated vehicle meant to carry more than twelve passengers; or Explanation.- For the purposes of this entry, “Electrically operated vehicle” means vehicle falling under Chapter 87 in the First Schedule to the Customs Tariff Act, 1975 (51 of 1975) which is run solely on electrical energy derived from an external source or from one or more electrical batteries fitted to such road vehicle.(b) to a goods transport agency, a means of transportation of goods;(c) motor vehicle for transport of students, faculty and staff, to a person providing services of transportation of students, faculty and staff to an educational institution providing services by way of pre-school education and education upto highersecondary school or equivalent.",Nil,Nil,…
Service by way of access to a road or a bridge on payment of toll charges.,Nil,Nil,…
Service by way of access to a road or a bridge on payment of annuity.,Nil,Nil,…
"Services by way of loading, unloading, packing, storage or warehousing of rice.",Nil,Nil,…
Services by way of warehousing of minor forest produce.,Nil,Nil,…
"Services by way of storage or warehousing of cereals, pulses, fruits, nuts and vegetables, spices, copra, sugarcane, jaggery, raw vegetable fibres such as cotton, flax, jute etc., indigo, unmanufactured tobacco, betel leaves, tendu leaves, coffee and tea.",Nil,Nil,…
Transmission or distribution of electricity by an electricity transmission or distribution utility.,Nil,Nil,…
Services by the Reserve Bank of India.,Nil,Nil,…
"Services by way of—(a) extending deposits, loans or advances in so far as the consideration is represented by way of interest or discount (other than interest involved in credit card services);                    (b) inter se sale or purchase of foreign currency amongst banks or authorised dealers of foreign exchange or amongst banks and such dealers.",Nil,Nil,…
Services provided by a banking company to Basic Saving Bank Deposit (BSBD) account holders under Pradhan Mantri Jan Dhan Yojana (PMJDY).,Nil,Nil,…
"Services of life insurance business provided by way of annuity under the National Pension System regulated by the Pension Fund Regulatory and Development Authority of India under the Pension Fund Regulatory and Development Authority Act, 2013 (23 of 2013).",Nil,Nil,…
"Services   of   life   insurance   business provided or agreed to be provided by the Army, Naval and Air Force Group Insurance  Funds  to  members  of  the Army,     Navy     and     Air     Force, respectively,      under      the       Group Insurance Schemes of the Central Government.",Nil,Nil,…
Services  of  life  insurance  provided  or agreed  to  be  provided  by  the  Naval Group Insurance Fund to the personnel of   Coast   Guard   under   the   Group Insurance Schemes of the Central Government.,Nil,Nil,…
Services  of  life  insurance  provided  or agreed  to  be  provided  by  the  Central Armed Police Forces (under Ministry of Home Affairs) Group Insurance Funds to   their   members   under   the   Group Insurance Schemes of the concerned Central Armed Police Force.,Nil,Nil,…
"Services by the Employees’ State Insurance Corporation to persons governed under the Employees’ State Insurance Act, 1948 (34 of 1948).",Nil,Nil,…
"Services provided by the Employees Provident Fund Organisation to the persons governed under the Employees Provident Funds and the Miscellaneous Provisions Act, 1952 (19 of 1952).",Nil,Nil,…
"Services by Coal Mines Provident Fund Organisation to persons  governed  by the Coal Mines Provident Fund and Miscellaneous Provisions Act, 1948 (46 of 1948).",Nil,Nil,…
Services by National Pension System (NPS) Trust to its members against consideration in the form of administrative fee.,Nil,Nil,…
"Services  provided  by  the  Insurance Regulatory    and    the    Development Authority of India to insurers under the Insurance      Regulatory      and      the Development Authority of India Act, 1999 (41 of 1999).",Nil,Nil,…
"Services provided by the Securities and Exchange Board of India set up under the Securities and Exchange Board of India Act, 1992 (15 of 1992) by way of protecting the interests of investors in securities     and     to     promote     the development of, and to regulate, the securities market.",Nil,Nil,…
"Services by an acquiring bank, to any person in relation to settlement of an amount upto two thousand rupees in a single transaction transacted through credit card, debit card, charge card or other payment card service.Explanation.—  For  the purposes of this entry, “acquiring bank” means any banking company, financial institution including non- banking financial company or any other person, who makes the payment to any person who accepts such card.",Nil,Nil,…
"Services supplied by Central Government, State Government, Union territory to their undertakings or Public Sector Undertakings (PSUs) by way of guaranteeing the loans taken by such undertakings or PSUs from the [bankingcompanies and]59 financial institutions.",Nil,Nil,…
"Services of general insurance business provided under following schemes –(a) Hut Insurance Scheme;(b) Cattle Insurance  under Swarnajaynti Gram Swarozgar Yojna (earlier known as Integrated Rural Development Programme);(c) Scheme for Insurance of Tribals;(d) Janata Personal Accident Policy and Gramin Accident Policy;(e) Group Personal Accident Policy for Self-Employed Women;(f) Agricultural Pumpset and Failed Well Insurance;(g) premia collected on export credit insurance;(h) [Restructured Weather Based Crop Insurance Scheme (RWCIS)]61, approved by the Government of India and implemented by the Ministry of Agriculture;(i) Jan Arogya Bima Policy;(j) [Pradhan Mantri Fasal BimaYojana (PMFBY);]62(k) Pilot Scheme on Seed Crop Insurance;(l)  Central Sector Scheme on Cattle Insurance;(m) Universal Health Insurance Scheme; (n) Rashtriya Swasthya Bima Yojana;(o) Coconut Palm Insurance Scheme;(p)      Pradhan      Mantri      Suraksha BimaYojna;(q) Niramaya Health Insurance Scheme implemented by the Trust constituted under the provisions of the National Trust for the Welfare of Persons with Autism, Cerebral Palsy, Mental Retardation and Multiple Disabilities Act, 1999 (44 of 1999).(r) Bangla Shasya Bima",Nil,Nil,…
"Services   of   life   insurance   business provided under following schemes-(a) Janashree Bima Yojana;(b) Aam Aadmi Bima Yojana;(c) Life micro-insurance product as approved by the Insurance Regulatory and Development Authority, having maximum amount of cover of [two lakhs]64 rupees;(d) Varishtha Pension BimaYojana;(e)        Pradhan        Mantri        Jeevan JyotiBimaYojana;(f) Pradhan Mantri Jan DhanYogana;(g)   Pradhan   Mantri   Vaya   Vandan Yojana.",Nil,Nil,…
Services by way of reinsurance of the insurance schemes specified in serial numbers 36 or 37 or 41,Nil,Nil,…
Services by way of collection of contribution under the Atal Pension Yojana.,Nil,Nil,…
Services by way of collection of contribution under any pension scheme of the State Governments.,Nil,Nil,…
Services by  the  following  persons  inrespective capacities –(a) business facilitator or a business correspondent to a banking company with respect to accounts in its rural area branch;(b) any person as an intermediary to a business facilitator or a business correspondent with respect to services mentioned in entry (a); or(c) business facilitator or a business correspondent to an insurance company in a rural area.,Nil,Nil,…
"Services by an intermediary of financial services located in a multi services SEZ with International Financial Services Centre (IFSC) status to a customer located outside India for international financial services in currencies other than Indian rupees (INR).Explanation.- For the purposes of this entry, the intermediary of financial services in IFSC is a person,-(i) who is permitted or recognised as such by the Government of India or any Regulator appointed for regulation of IFSC; or(ii) who is treated as a person resident outside India under regulation 3 of the Foreign Exchange Management (International Financial Services Centre)Regulations, 2015; or(iii) who is  registered under the Insurance Regulatory and Development Authority of India (International Financial Service Centre) Guidelines, 2015 as IFSC Insurance Office; or(iv) who is permitted as such by Securities and Exchange Board of India (SEBI) under the Securities and Exchange Board of India (International Financial Services Centres) Guidelines, 2015.",Nil,Nil,…
"Services    provided    to    the    Central Government, State Government, Union territory under any insurance scheme for which total premium is paid by the Central Government, State Government, Union territory.",Nil,Nil,…
"Services received by the Reserve Bank of India, from outside India in relation to management of foreign exchange reserves.",Nil,Nil,…
"Upfront amount (called as premium, salami, cost, price, development charges or by any other name) payable in respect of service by way of granting of long term lease of thirty years, or more) of industrial plots or plots for development of infrastructure for financial business, provided by the State Government Industrial Development         Corporations         or Undertakings or by any other entity having 20 per cent. or more ownership of Central Government, State  Government,  Union  territory  to the industrial units or the developers in any industrial or financial business area.                                                                            Explanation.- For the purpose of this exemption, the Central Government, State Government or Union territory shall have 20 per cent. or more ownership  in  the  entity  directly  or through an entity which is wholly owned by the Central Government, State Government or Union territory.",Nil,Nil,"Provided  that the leased plots shall be used for the purpose for which they are allotted, that is, for industrial or financial activity in an industrial or financial business area:                                                                                      Provided further that the State Government concerned  shall monitor and enforce the above condition as per the order issued by  the State Government   in   this regard:Provided also that in case of  any violation or subsequent  change of land use, due to any  reasonwhatsoever, the original lessor, original lessee as well as any     subsequent lessee or buyer or owner shall  be jointly and severally liable  to pay such amount of central tax, as would  have been payable on the upfront             amount charged for the long term  lease of  the plots   but  for  the exemption contained herein, along with the applicable interest and penalty: Provided also that t lease agreement enter into by  the  origin lessor with the origin lessee or     subseque lessee, or sub-lessee, well as any  subseque lease or sale agreemen for lease or sale of su plots  to  subseque lessees  or  buyers owners shall incorpora in  the terms   a conditions, the fact th the  central   tax  w exempted on the lo term lease of the pl by the original   less to the original less subject  to        abo condition and that t parties   to     the     sa agreements undertake comply    with       the same."
"Service by way of transfer of development rights (herein refer TDR) or Floor Space Index (FSI) (including additional  FSI)  on  or  after  1st    April, 2019 for construction of residential apartments by a promoter in a project, intended for sale to a buyer, wholly or partly, except where the entire consideration has been received after issuance of completion  certificate, where required, by the competent authority or after its first occupation, whichever is earlier.The amount of GST exemption available for construction of residential apartments in the project under this notification shall be calculated as under: [GST payable on TDR or FSI (including additional FSI) or both for construction of the project] x (carpet area of the residential apartments in the project ÷ Total carpet area of the residential and commercial apartments in the project )",Nil,Nil,"Provided that  the promoter shall   be liable to pay tax at the   applicable   rate, on    reverse    charge basis,  on such proportion of value of  development rights, or  FSI (including additional FSI), or both, as is attributable  to  the residential apartments,  which remain un-booked on the date of issuance of             completion certificate,  or first occupation of  the project, as the case may  be,     in  the following manner -GST payable on TDR or FSI(including additional FSI) or both for construction of the residential apartments in the project but for the exemption contained herein] x (carpet area of the       residential apartments in the project        which remain un- booked on the date of issuance of completion certificate or first occupation ÷ Total carpet area of the residential apartments in the project)                            Provided further that tax payable in terms of the first proviso hereinabove shall not exceed 0.5 per cent. of the value in  case of  affordable residential apartments  and   2.5 per cent. of the value in case of residential apartments other than affordable residential apartments remaining un- booked on the date of issuance of completion certificate or first occupation The  liability  to  pay integrated tax on the said portion of the development  rights or FSI, or both, calculated as above, shall arise on the date of completion or first occupation of the project, as the case may be, whichever is earlier."
"Upfront amount (called as premium, salami, cost, price, development charges or by any other name) payable in respect of service by way of granting of long term lease of thirty years, or more, on or after 01.04.2019, for construction of residential apartments by a promoter in a project, intended for sale to a buyer, wholly or partly, except where the entire consideration has been received after issuance of completion  certificate, where required, by the competent authority or after its first occupation, whichever is earlier. The amount of GST exemption available for construction of residential apartments in the project under this notification shall be calculated as under:   GST payable on upfront amount (called as premium, salami, cost, price, development charges or by any other name) payable for long term lease of land for construction of the project] x (carpet area of the residential apartments in the project ÷ Total carpet area of the residential and commercial apartments in the project).",Nil,Nil,"Provided that the promoter shall be liable to pay tax  at the applicable rate, on reverse charge basis, on such proportion of upfront amount (called as premium,       salami,cost, price,development charges or  by  any  other name) paid for long term lease of land, as is attributable to the residential apartments,  which remain   un- booked on  the date of issuance of completion certificate,    or    first occupation    of    the project, as the case may be, in  the following manner -   GST payable on upfront amount (called as premium, salami, cost, price, development charges or by any  other name) payable for long term lease of land for construction of the residential apartments in the project but for the exemption contained herein] x (carpet area of the residential apartments in the project which remain un- booked on the date of issuance of completion certificate or first occupation ÷ Total carpet area of the residential apartments in the project);Provided further that the tax payable in terms of   the  first proviso shall not exceed 0.5 per cent. of the value in  case of  affordable residential apartments   and   2.5 per cent. of the value in case of residential apartments other than affordable residential apartments remaining un-  booked  on  the date of issuance of completion certificate or first occupation.The liability to pay integrated tax on the said proportion of upfront amount (called as premium, salami, cost, price, development charges or by any  other name) paid for long term lease of land, calculated as above, shall arise on the date of issue of completion certificate or first occupation of the project, as the case may be."
"Services provided by the Central Government, State Government, Union territory or local authority by way of allowing a business entity to operate as a telecom service provider or use radio frequency spectrum during the periodprior to the 1st April, 2016, on payment of licence fee or spectrum user charges, as the case may be.",Nil,Nil,…
"Services provided by an incubatee up to a total turnover of fifty lakh rupees in a financial year subject to the following conditions, namely:-(a) the total turnover had not exceeded fifty lakh rupees during the preceding financial year; and(b) a period of three years has not elapsed from the date of entering into an agreement as an incubate.",Nil,Nil,…
"Services provided by-(a) an arbitral tribunal to –(i) any person other than a business entity; or(ii) a business entity with an aggregate turnover up to [such amount in the preceding financial year as makes it eligible for exemption from registration under the  Central  Goods  and   Services Tax Act, 2017 (12 of 2017)(iii) the Central Government, State Government, Union territory, local authority, Governmental Authority or Government Entity;(b) a partnership firm of advocates or an individual as an advocate other than a senior advocate, by way of legal services to-(i) an advocate or partnership firm of advocates providing legal services;(ii) any person other than a business entity; or(iii) a business entity with an aggregate turnover up to [such amount in the preceding financial year as makes it eligible for exemption from registration under the Central Goods and Services Tax Act, 2017 (12 of 2017)(iv) the Central Government, State Government,  Union  territory,  local authority,  Governmental   Authority or Government Entity;(c) a senior advocate by way of legal services to-(i) any person other than a business entity; or(ii) a business entity with an aggregate turnover up to [such amount in the preceding financial year as makes it eligible for exemption from registration under the Central Goods and Services TaxAct, 2017 (12 of 2017)(iii) the Central Government, State Government,  Union  territory,  local authority, Governmental Authority or Government Entity.",Nil,Nil,…
Services by a veterinary clinic in relation to health care of animals or birds.,Nil,Nil,…
"Services provided by the Central Government, State Government, Union territory or local authority by way of-(a) registration required under any law for the time being in force;(b) testing, calibration, safety check or certification  relating  to  protection  or safety of workers, consumers or public at large, including fire license, required under any law for the time being in force.",Nil,Nil,…
"Services by way of licensing, registration and analysis or testing of food samples supplied by the Food Safety and Standards Authority of India (FSSAI) to Food Business Operators.",Nil,Nil,…
"Taxable services, provided or to be provided,  by  a  Technology  Business Incubator or a Science and Technology Entrepreneurship  Park  recognised  by the National  Science and  Technology Entrepreneurship  Development  Board of   the   Department   of   Science   and Technology,  Government  of  India  or bio-incubators    recognised    by    the Biotechnology      Industry      Research Assistance      Council,      under      the Department of Biotechnology, Government of India.",Nil,Nil,…
"Services   by   way   of   collecting   or providing   news   by   an   independent journalist, Press Trust of India or United News of India.",Nil,Nil,…
"Services of public libraries by way of lending of books, publications or any other knowledge-enhancing content or material.",Nil,Nil,…
Services provided by the Goods and Services Tax Network to the Central Government or State Governments or Union territories for implementation of Goods and Services Tax.,Nil,Nil,…
Services provided by a tour operator to a foreign tourist in relation to a tour conducted wholly outside India.,Nil,Nil,…
Services by an organiser to any person in respect of a business exhibition held outside India.,Nil,Nil,…
"Services by way of sponsorship of sporting events organised -(a) by a national sports federation, or its affiliated federations, where the participating teams or individuals represent any district, State, zone or Country;(b) by Association of Indian Universities, Inter-University Sports Board, School Games Federation of India, All India Sports Council for the Deaf, Paralympic Committee of India or Special Olympics Bharat;(c)   by  the   Central   Civil   Services Cultural and Sports Board;(d) as part of national games, by the Indian Olympic Association; or(e) under the Panchayat Yuva Kreeda Aur Khel Abhiyaan Scheme.",Nil,Nil,…
Services by  way  of  fumigation  in  a warehouse of agricultural produce.,Nil,Nil,…
"Services relating to cultivation of plants and rearing of all life forms of animals, except the rearing of horses, for food, fibre, fuel, raw material or other similar products or agricultural produce by way of—(a) agricultural operations directly related to production of any agricultural produce including cultivation, harvesting, threshing, plant  protection or testing;(b) supply of farm labour;(c) processes carried out at an agricultural farm including tending, pruning, cutting, harvesting, drying, cleaning, trimming, sun drying, fumigating, curing, sorting, grading, cooling or bulk packaging and  such like operations which do not alter the essential characteristics of agricultural produce but make it only marketable for the primary market;(d) renting or leasing of agro machinery or vacant land with or without a structure incidental to its use;(e) loading, unloading, packing, storage or warehousing of agricultural produce;(f) agricultural extension services;(g) services by any Agricultural Produce Marketing Committee  or Board or services provided by a commission agent for sale or purchase of agricultural produce;(h) services by way of fumigation in a warehouse of agricultural produce.",Nil,Nil,…
"Carrying out an intermediate production process as job work in relation to cultivation of plants and rearing of all life forms of animals, except the rearing of horses, for food, fibre, fuel, raw material or other similar products or agricultural produce.",Nil,Nil,…
Services by way of artificial insemination of livestock (other than horses).,Nil,Nil,…
Services by  way  of  slaughtering  of animals.,Nil,Nil,…
"Services by way of pre-conditioning, pre-cooling, ripening, waxing, retail packing, labelling of fruits and vegetables which do not change or alter the essential characteristics of the said fruits or vegetables.",Nil,Nil,…
"Services   provided   by   the   National Centre  for  Cold  Chain  Development under   the   Ministry   of   Agriculture, Cooperation and Farmer’s Welfare by way of cold chain knowledge dissemination.",Nil,Nil,…
Services   by   a   foreign   diplomatic mission located in India.,Nil,Nil,…
"Services by a specified organisation in respect of a religious pilgrimage facilitated by  the Government of India, under bilateral arrangement.",Nil,Nil,…
"Services   provided   by   the   Central Government, State Government, Union territory or local authority by way of issuance   of   passport,   visa,   driving licence, birth  certificate or death certificate.",Nil,Nil,…
Services by way of granting National Permit to a goods carriage to operate through-out India / contiguous States.,Nil,Nil,…
"Services   provided   by   the   Central Government, State Government, Union territory or local authority by way of tolerating    non-performance    of     a contract for which consideration in the form of fines or liquidated damages is payable  to  the  Central  Government, State Government, Union territory or local authority under such contract.",Nil,Nil,…
"Services provided by the Central Government, State Government, Union territory or local authority by way of assignment of right to use natural resources to an individual farmer for cultivation of plants and rearing of all life forms of animals, except  the rearing of horses, for food, fibre, fuel, raw material or other similar products.",Nil,Nil,…
"Services provided by the Central Government, State Government, Union territory or local authority by way of assignment of right to use any natural resource where such right to use was assigned by the Central Government, State  Government,  Union  territory  orlocal  authority  before  the  1st    April,2016:Provided that the exemption shall apply only to tax payable on one time charge payable, in full upfront or in installments, for assignment of right to use such natural resource.",Nil,Nil,…
"Services   provided   by   the   Central Government, State Government, Union territory  by  way  of  deputing  officers after  office  hours  or  on  holidays  for inspection or container stuffing or such other duties in relation to import export cargo on payment of Merchant Overtime charges.",Nil,Nil,…
"Services by way of providing information under the Right to Information Act, 2005 (22 of 2005).",Nil,Nil,…
"Services supplied by a State Government to Excess Royalty Collection Contractor (ERCC) by way of assigning the right to collect royalty on behalf of the State Government on the mineral dispatched by the mining lease holders. Explanation.- “mining lease holder” means a person who has been granted mining lease, quarry lease or license or other mineral concession under the Mines and Minerals (Development and Regulation) Act, 1957 (67 of 1957), the rules made thereunder or the rules made by a State Government under sub- section (1) of section 15 of the Mines and Minerals (Development and Regulation) Act, 1957.",Nil,Nil,"Provided that at the end of the contract period, ERCC shall submit an account to the State Government and certify that the amount of goods and services   tax deposited by mining lease holders on royalty is more than the goods  andservices  tax exempted on the service provided by State Government to the ERCC of assignment  of  right to collect royalty and where such  amount of goods and services tax paid by mining lease holders is less than the amount of goods and services tax exempted, the exemption shall be restricted to such amount as is equal to the amount of goods and services tax paid by the mining lease holders and the ERCC shall pay the difference between goods and services tax exempted on the service provided by State Government to the ERCC of assignment of right to collect royalty and goods and services tax    paid  by  the mining lease holders on royalty."
"Services provided -(a) by an educational institution to its students, faculty and staff;(aa) by an educational institution by way of conduct of entrance examination against consideration in the form of entrance fee;(b) to an educational institution, by way of,-(i) transportation of students, faculty and staff;(ii) catering, including any mid-day meals scheme sponsored by the Central Government, State Government or Union territory;(iii) security or cleaning or house- keeping services performed in such educational institution;(iv) services relating to  admission to, or conduct of examination by, such institution; (v) supply of online educational journals or periodicals;Provided that nothing contained in [sub-items (i), (ii) and (iii) of item (b) shall apply to an educational institution other than an institution providing  services   by  way  of  pre-school education and education up to higher secondary school or equivalent.Provided further that nothing contained in sub-item (v) of item (b) shall apply to an institution providing services by way of,-                               (i) pre-school education and education up to higher secondary school or equivalent; or(ii)   education   as   a   part   of   an approved vocational education course.",Nil,Nil,…
"Services provided to a recognised sports body by-(a) an individual as a player, referee, umpire, coach or team manager for participation in a sporting event organised by a recognized sports body;(b) another recognised sports body.",Nil,Nil,…
